class,func
DOMBuilder,setFeature
DOMBuilder,supportsFeature
DOMBuilder,canSetFeature
DOMBuilder,getFeature
DOMBuilder,parseURI
DOMBuilder,parse
DOMBuilder,parseWithContext
DOMEntityResolver,resolveEntity
DOMBuilderFilter,acceptNode
DOMBuilderFilter,startContainer
DocumentLS,abort
DocumentLS,load
DocumentLS,loadXML
DocumentLS,saveXML
DOMImplementationLS,createDOMBuilder
DOMImplementationLS,createDOMWriter
DOMImplementationLS,createDOMInputSource
