class,func
None,assert_
None,check_string_type
None,validator
None,check_environ
None,check_input
None,check_errors
None,check_status
None,check_headers
None,check_content_type
None,check_exc_info
None,check_iterator
InputWrapper,read
InputWrapper,readline
InputWrapper,readlines
InputWrapper,close
ErrorWrapper,write
ErrorWrapper,flush
ErrorWrapper,writelines
ErrorWrapper,close
IteratorWrapper,close
