class,func
None,make_objecttreeitem
ObjectTreeItem,GetLabelText
ObjectTreeItem,GetText
ObjectTreeItem,GetIconName
ObjectTreeItem,IsEditable
ObjectTreeItem,SetText
ObjectTreeItem,IsExpandable
ObjectTreeItem,GetSubList
ClassTreeItem,IsExpandable
ClassTreeItem,GetSubList
AtomicObjectTreeItem,IsExpandable
SequenceTreeItem,IsExpandable
SequenceTreeItem,keys
SequenceTreeItem,GetSubList
DictTreeItem,keys
