class,func
None,mapstar
None,starmapstar
None,rebuild_exc
None,worker
Pool,Process
Pool,apply
Pool,map
Pool,starmap
Pool,starmap_async
Pool,imap
Pool,imap_unordered
Pool,apply_async
Pool,map_async
Pool,close
Pool,terminate
Pool,join
ApplyResult,ready
ApplyResult,successful
ApplyResult,wait
ApplyResult,get
IMapIterator,next
ThreadPool,Process
