class,func
None,lt
None,le
None,eq
None,ne
None,ge
None,gt
None,not_
None,truth
None,is_
None,is_not
None,abs
None,add
None,and_
None,floordiv
None,index
None,inv
None,lshift
None,mod
None,mul
None,matmul
None,neg
None,or_
None,pos
None,pow
None,rshift
None,sub
None,truediv
None,xor
None,concat
None,contains
None,countOf
None,delitem
None,getitem
None,indexOf
None,setitem
None,length_hint
None,iadd
None,iand
None,iconcat
None,ifloordiv
None,ilshift
None,imod
None,imul
None,imatmul
None,ior
None,ipow
None,irshift
None,isub
None,itruediv
None,ixor
