class,func
None,mean
None,fmean
None,geometric_mean
None,harmonic_mean
None,median
None,median_low
None,median_high
None,median_grouped
None,mode
None,multimode
None,quantiles
None,variance
None,pvariance
None,stdev
None,pstdev
None,assert_close
NormalDist,from_samples
NormalDist,samples
NormalDist,pdf
NormalDist,cdf
NormalDist,inv_cdf
NormalDist,quantiles
NormalDist,overlap
NormalDist,mean
NormalDist,median
NormalDist,mode
NormalDist,stdev
NormalDist,variance
