class,func
None,input
None,close
None,nextfile
None,filename
None,lineno
None,filelineno
None,fileno
None,isfirstline
None,isstdin
None,hook_compressed
None,hook_encoded
FileInput,close
FileInput,nextfile
FileInput,readline
FileInput,filename
FileInput,lineno
FileInput,filelineno
FileInput,fileno
FileInput,isfirstline
FileInput,isstdin
