class,func
None,contextmanager
None,asynccontextmanager
_BaseExitStack,pop_all
_BaseExitStack,push
_BaseExitStack,enter_context
_BaseExitStack,callback
ExitStack,close
AsyncExitStack,push_async_exit
AsyncExitStack,push_async_callback
