class,func
Scale,identify
Scrollbar,activate
Scrollbar,delta
Scrollbar,fraction
Scrollbar,identify
Scrollbar,get
Scrollbar,set
Text,bbox
Text,compare
Text,count
Text,debug
Text,delete
Text,dlineinfo
Text,dump
Text,edit
Text,edit_modified
Text,edit_redo
Text,edit_reset
Text,edit_separator
Text,edit_undo
Text,get
Text,image_cget
Text,image_configure
Text,image_create
Text,image_names
Text,index
Text,insert
Text,mark_gravity
Text,mark_names
Text,mark_set
Text,mark_unset
Text,mark_next
Text,mark_previous
Text,peer_create
Text,peer_names
Text,replace
Text,scan_mark
Text,scan_dragto
Text,search
Text,see
Text,tag_add
Text,tag_unbind
Text,tag_bind
Text,tag_cget
Text,tag_configure
Text,tag_delete
Text,tag_lower
Text,tag_names
Text,tag_nextrange
Text,tag_prevrange
Text,tag_raise
Text,tag_ranges
Text,tag_remove
Text,window_cget
Text,window_configure
Text,window_create
Text,window_names
Text,yview_pickplace
OptionMenu,destroy
Image,configure
Image,height
Image,type
Image,width
PhotoImage,blank
PhotoImage,cget
PhotoImage,copy
PhotoImage,zoom
PhotoImage,subsample
PhotoImage,get
PhotoImage,put
PhotoImage,write
PhotoImage,transparency_get
PhotoImage,transparency_set
Spinbox,bbox
Spinbox,delete
Spinbox,get
Spinbox,icursor
Spinbox,identify
Spinbox,index
Spinbox,insert
Spinbox,invoke
Spinbox,scan
Spinbox,scan_mark
Spinbox,scan_dragto
Spinbox,selection
Spinbox,selection_adjust
Spinbox,selection_clear
Spinbox,selection_element
Spinbox,selection_from
Spinbox,selection_present
Spinbox,selection_range
Spinbox,selection_to
PanedWindow,add
PanedWindow,remove
PanedWindow,identify
PanedWindow,proxy
PanedWindow,proxy_coord
PanedWindow,proxy_forget
PanedWindow,proxy_place
PanedWindow,sash
PanedWindow,sash_coord
PanedWindow,sash_mark
PanedWindow,sash_place
PanedWindow,panecget
PanedWindow,paneconfigure
PanedWindow,panes
