class,func
None,getTestCaseNames
None,makeSuite
None,findTestCases
TestLoader,loadTestsFromTestCase
TestLoader,loadTestsFromModule
TestLoader,loadTestsFromName
TestLoader,loadTestsFromNames
TestLoader,getTestCaseNames
TestLoader,discover
